"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_3_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","name_partner","name_partner1","name_partner2","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","attncheck9","orange_gender","orange_gender._3_TEXT","blue_gender","blue_gender_3_TEXT","self_ambition1","self_ambition2","attn_check8","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","soi_partners","soi_oneencounter","soi_shortterm","soi_sexonly_1","soi_casual_agreement_1","soi_longterm_reverse_1","soi_fantasies1","soi_arousal","soi_fantasies2","fin_invest","time_invest","emot_close","roles_blue","roles_orange","actual_a_ambition1","actual_a_ambition2","attn_check10a","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","jealousy_proneness_1","jealousy_intensity_1","jealousy_proneness1_1","jealousy_intensity1_1","jealousy_proneness2_1","jealousy_intensity2_1","jealousy_sexual","jealousy_emotional.","jealousy_sexual1","jealousy_emotional1","jealousy_sexual2","jealous_emotional2","fin_invest_actual","time_invest_actual","emot_close_actual","roles_partnerA","roles_partnerB","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","attn_check10b","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","poly_attn","textQuality","poly_attn_dup","PIN","raceText","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","soiBehavior","soi_longtermR","soiAttitude","soiDesire","soiGlobal"
42,"0","1","","0","","6","1","5",1,"","Jack","","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,"1","","1","",5,7,8,7,7,6,8,8,7,7,7,8,8,8,8,6,5,6,8,7,1,3,3,3,3,3,2,"1,2,5,9","1,2,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,3,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,"","",8,8,8,8,7,8,8,7,8,7,8,8,7,10,7,45,"2","","the desire to fulfill needs that are not being met in a monogamous relationship",0,FALSE,"29","White",6,7,7,7.5,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7.5,7.5,7.5,8,7,5.66666666666667,9,8,3,5.55555555555556
33,"0","1","","0","","6","1","2",2,"","","Dm","AG",7,5,9,5,6,4,5,7,5,6,2,2,3,4,9,"1","","1","",6,5,8,7,7,8,6,6,6,6,6,5,6,6,6,3,1,1,9,9,5,2,2,1,3,2,3,"1,6","1",7,8,11,9,9,6,7,7,7,7,7,7,7,6,8,35,"2","",7,7,6,7,8,6,7,7,7,6,5,6,6,7,33,"2","",NA,NA,3,1,2,3,NA,NA,3,2,3,2,2,3,2,"1,6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Both my husband and I felt we could benefit from having other outlets",0,FALSE,"38","White",5.5,7,7,6,6,5.5,6,7.5,9,6.5,7,7,7,7,7,6.5,7,7,6.5,5.5,6.5,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,5,7.66666666666667,1.66666666666667,3.66666666666667
48,"0","2","","1","","2","1","5",1,"","KHY","","",5,4,4,5,4,4,4,5,6,5,6,5,6,7,9,"1","","1","",9,9,8,9,10,10,9,8,8,8,10,9,8,9,8,4,3,5,6,6,3,6,5,3,4,4,3,"1,2,4,9","3,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,"","",9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,50,"2","","Just to explore and have fun.",0,FALSE,"52","Black or African American",9,9.5,9.5,8,9,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,9,4,7,6.33333333333333,4.66666666666667,5
46,"0","3","","0","","6","1","5",1,"","JP","","",7,7,3,10,7,3,2,8,4,6,2,2,3,6,9,"0","","1","",4,4,8,7,6,4,6,8,6,8,6,8,6,5,3,5,2,4,6,7,1,8,4,6,3,2,2,"1,2,10","2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,3,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,"","",7,7,5,7,8,8,6,5,4,7,7,8,5,10,3,33,"2","","By realizing that I often think about more than one person in a romantic sense, and that I have always had crushes on multiple people.",0,FALSE,"50","White",4,6.5,5,7,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5.5,5.5,7.5,4,3.66666666666667,9,7.33333333333333,6,5.66666666666667
28,"1","1","","1","","6","1","5",2,"","","Ah","Ee",3,6,3,4,4,2,4,8,5,5,7,6,5,8,9,"0","","0","",8,8,8,7,7,4,7,6,5,5,6,7,6,6,7,4,2,2,9,9,1,4,3,3,6,6,4,"1,4,10","1,2,5",6,7,11,6,7,6,4,7,7,5,6,7,7,6,5,27,"2","",6,8,7,7,5,6,8,6,5,5,5,6,6,6,26,"1","",NA,NA,5,6,3,3,NA,NA,3,4,3,3,3,2,2,"1,2,5","1,6,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Feeling connected to multiple people ",0,FALSE,"104","White",8,7,5.5,5.5,5.5,6.5,6.5,6.5,6.5,5,7,5.5,7,5.5,7,7,5.5,7,5,5.5,6,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,9,9,3.33333333333333,5
32,"1","1","","1","","3","1","2",2,"","","KA","MB",5,7,4,7,3,1,4,3,7,5,7,10,3,4,9,"1","","1","",4,2,8,4,7,6,3,5,3,4,6,2,5,7,4,3,6,5,9,8,7,6,4,5,5,4,3,"2,3,10","2,6",4,4,11,8,7,6,8,4,3,7,6,3,3,8,8,25,"3","",3,5,4,3,3,1,3,3,3,2,2,3,3,1,32,"1","",NA,NA,1,2,5,4,NA,NA,3,3,3,4,3,3,3,"2,4,9","2,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","It's just so fun to do",0,FALSE,"39","Hispanic or Latino",3,5.5,4.5,4,5,3.5,5.5,4,7.5,7,3.5,6.5,3,8,4,3.5,2,3,2.5,2.5,2,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,3,6.66666666666667,5,5.44444444444444
37,"1","2","","1","","6","1","5",1,"","CL","","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,"1","","1","",7,6,8,8,6,8,9,7,8,7,5,6,8,7,6,3,4,8,9,9,1,7,5,6,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,"","",6,6,9,8,9,9,8,5,5,6,8,8,6,10,6,38,"2","","I had control and jealousy issues and decided that I no longer wanted to be a slave to the toxicity of forced monogomy.",0,FALSE,"159","White",6.5,7,8.5,7.5,6,7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8.5,9,6.5,5.5,8,6,5,9,9,6,6.66666666666667
52,"1","3","","1","","6","1","2",2,"","","BA","GO",4,6,5,6,9,4,8,6,4,4,3,2,4,5,9,"0","","1","",8,8,8,9,7,7,6,8,9,8,7,7,8,8,8,3,3,2,1,7,6,2,7,2,4,4,4,"1,2,3,4,5,9","1,2,3,10",7,9,11,8,7,8,8,9,9,8,8,8,8,5,9,35,"2","",7,6,7,7,7,8,6,7,6,8,7,6,8,8,39,"1","",NA,NA,6,6,5,4,NA,NA,3,2,2,3,4,4,3,"1,2,4,10","1,2,3,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I just love it ",0,FALSE,"7","White",8,8,6.5,8.5,7.5,7.5,8,8,7.5,8,9,8,8,7,6.5,7,7.5,6.5,7,6.5,8,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,4,4,3.66666666666667,3.44444444444444
42,"1","1","","1","","5","1","4",2,"","","MK","VH",5,5,5,5,8,5,5,5,5,5,5,7,2,3,9,"0","","0","",7,6,8,7,7,9,9,5,5,5,7,7,8,7,7,3,2,2,4,4,7,4,7,2,4,4,1,"1,2,4,6,9,10","1,2,3,4,5,10",3,3,11,5,5,8,8,7,7,3,5,7,7,5,5,47,"1","",9,9,7,8,5,5,7,6,8,8,7,5,7,7,50,"1","",NA,NA,3,3,1,1,NA,NA,2,2,1,1,4,4,2,"1,2,4,9,10","1,2,3,4,5,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","After learning that MK had multiple partners during the course of the relationship.",0,FALSE,"23","Native American or American Indian",6.5,7,9,5,6,7.5,7,3,5,8,7,4,7,5,9,7.5,5,6.5,8,6,7,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,3,3.66666666666667,4.33333333333333,3.44444444444444
49,"1","1","","1","","6","1","5",3,"","","L.M","R.A",6,8,8,5,3,7,9,7,4,2,4,2,3,2,9,"0","","0","",8,9,8,9,8,9,9,8,9,8,8,9,9,9,8,3,3,2,2,3,4,2,3,2,4,4,3,"3,9,10","1,2,5",8,8,11,7,8,7,6,9,6,7,6,7,7,8,7,35,"1","",5,8,8,8,6,6,8,8,7,7,8,6,7,6,29,"1","",NA,NA,5,4,4,5,NA,NA,4,4,4,4,4,4,3,"1,2,3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","My dad was with different woman so that motivated me to do same",0,FALSE,"34","White",8.5,8.5,9,8.5,8,9,8.5,8,7.5,6.5,7.5,6.5,7,7.5,6.5,8,6,8,7,7,6.5,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,6,3.66666666666667,2.33333333333333,2.88888888888889
38,"0","1","","0","","6","1","5",1,"","gas","","",4,7,3,5,7,5,8,0,6,5,6,7,0,7,9,"1","","1","",1,0,8,3,6,5,4,1,0,0,0,2,0,4,0,2,6,3,9,5,6,6,2,2,2,2,3,"1,2,3,9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2,2,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,"","",5,2,4,3,3,1,5,4,6,6,6,0,6,10,2,43,"1","","I think it is absurd to expect one person to be everything another person needs or wants and I don't think people should have to give up on those things one partner can't provide.",0,FALSE,"96","White",0.5,4.5,4.5,0.5,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,2,4.5,6,3,4,3.66666666666667,4,6,3.33333333333333,4.33333333333333
32,"1","1","","1","","6","1","1",NA,"","","","",6,0,6,5,8,3,3,7,5,7,6,9,3,2,9,"0","","1","",8,7,8,6,6,5,8,5,5,3,5,7,5,8,7,1,2,3,1,1,7,5,5,5,4,4,3,"2,4,10","2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Feeling locked down or obligated by a series of standards that really have no effect on me or the people I consent with whatsoever",0,FALSE,"43","White",7.5,6,6.5,5,4,6,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1.66666666666667,5,2.88888888888889
35,"1","1","","1","","6","1","2",1,"","Jara","","",5,6,5,6,7,6,6,6,5,6,5,3,2,2,9,"0","","0","",7,8,8,7,6,5,5,5,6,5,5,5,5,7,5,2,2,2,2,5,5,2,2,2,3,3,2,"1,2,3,4,5,6,9","2,5,9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,"","",5,6,5,5,5,5,7,5,5,5,5,5,5,10,5,30,"1","","Polyamory refers to having consensual romantic or sexual relationships with multiple others. A recent, systematic research and theoretical analysis discusses reasons why some people engage in polyamory. Motivations for polyamory include those related to autonomy, sexual diversity, identity, and belonging.",0,FALSE,"36","White",7.5,6.5,5,5.5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5,5,6,5,5,5,2,5,4,2,2.66666666666667
52,"1","2","","1","","3,6","1","2",2,"","","RS","MS",5,4,2,8,4,7,6,8,4,5,5,6,4,2,9,"0","","1","",9,9,8,10,9,10,9,1,9,10,8,10,9,9,9,3,3,2,6,7,6,3,2,4,6,3,4,"1,2","1,2,4",9,9,11,8,10,10,9,9,10,10,7,8,10,0,8,44,"2","",9,9,9,9,9,1,9,8,8,8,9,10,9,8,41,"1","",NA,NA,5,5,4,3,NA,NA,4,2,4,4,3,3,4,"1,2,4","1,2,4,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I love adventurous relationships",0,FALSE,"53","Multi-racial",9,9.5,9.5,5,9,9.5,9,9,9,9.5,9.5,8.5,9,4,9,9,5,8.5,8,9.5,8.5,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,4,5.66666666666667,3,3.77777777777778
30,"1","1","","1","","2","1","5",1,"","ini","","",4,3,4,4,5,8,3,2,4,7,7,7,6,6,9,"0","","0","",10,10,8,8,10,10,10,10,10,10,10,10,10,10,10,5,2,3,3,5,1,5,4,7,5,5,4,"1,2,4,6,10","1,2,4,6,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,"","",10,10,10,10,10,10,10,10,9,8,9,10,9,10,9,26,"1","","it reduces sexual tension",0,FALSE,"143","Black or African American",10,9,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,8.5,9.5,9,3.33333333333333,9,5.66666666666667,5.33333333333333,4.77777777777778
33,"1","1","","1","","6","1","5",3,"3","","MM","JF",3,8,2,2,7,7,7,7,2,5,10,4,3,3,9,"0","","0","",6,5,8,5,5,5,5,5,5,5,5,8,10,5,5,5,5,5,9,9,1,9,9,9,2,2,1,"1,2,3,4,5,9,10","1,4,10",6,5,11,3,2,7,5,8,9,8,3,5,7,6,6,32,"1","",7,6,7,3,6,5,2,2,2,3,9,9,5,5,30,"1","",NA,NA,5,5,1,1,NA,NA,4,4,1,1,2,2,1,"1,2,3,4,5,9,10","1,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","During the early years of my life I was antisocial. Mostly kept to myself while in school and as soon as I got home I wen't to my room and played video games and masturbated. I am very sexually driven, but never had motivation to get with a girl as I considered myself socially awkward. Once I graduated Highschool I stayed in my parents house and lived basically in my room behind a PC. Until I was 28 did my mom force me to get a job. This job introduces me to A LOT of customers. I see practically these same customers on a regular basis. Not just random customers coming in. Occasionally we get new customers, but majority of the time we deal with regulars. On average I deal with and maintain a social interaction with close to 300 people each day. Maintaining their devices and ensuring our equipment works. With these many people I have to socialize with them. The first few months were hard as I just spent half of my life isolated by myself. Eventually I got good at talking and persuading, and noticed that a lot of girls find me sexually attractive.

Eventually I started opening up more to woman I find sexually attractive. Without getting too deep into what my job is and performance, I can get a lot of free time, and get these players a advantage against other players. Sometimes I would trade these advantages for sexual favors. After losing my virginity to one of these players I decided to find a girl and actually have a committed relationship with. This is when I met MM. Very attractive, but not very good at sex. I'm mostly in control with her. Sometime later I met and started a friendship with JF. Eventually this turned sexual and I tried keeping it on the low, but in time MM found out. We broke up for a bit and I focused on JF. In time MM got back with me, but I informed her of my love, and my interest in her (MM) but I informed her of my sexual desire and interest with JF. Both know my standings for them. I love MM in every aspect, but I see JF as just a girl to have sex with. JF is Poly. One day we sat down and she detailed and explained the Poly life to us. MM was and is, as far as I know her feelings anyways, is okay with this as long as me and JF relationship is purely for sex. Which it is.

As mentioned earlier, I do have a 3rd I have a long term sexual relationship with another. This person I met through JF. MM does not know about this third wheel. I generally only see her when I engage in sexual intercourse with JF. Bein with someone who is completely accepting her Poly status generally nets me time with others who view a Poly life. Though I am having fun and filling in a sexual desire I've had for a while and just making up for time lost, I do want to have a normal relationship strictly with MM. I admit though I am over sexualized. My urges for sex generally get the better of me to commit to only one girl for now.",0,FALSE,"177","White",5.5,5,5,5,5,9,5,5.5,2.5,6,8.5,5.5,6,6,6.5,5,5.5,2,2.5,9,5,NA,NA,NA,NA,NA,NA,NA,5,9,9,9,7.66666666666667
42,"0","1","","0","","6","1","2",1,"","MM","","",5,6,6,7,5,2,5,4,7,6,7,5,2,3,9,"1","","1","",6,7,8,8,8,7,9,8,7,7,7,8,7,8,7,2,1,1,8,8,6,3,3,4,3,3,2,"1,4,5,9,10","1,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,"","",7,7,9,8,6,8,8,8,7,9,9,9,8,10,7,36,"2","","My husband may identify more as a gay man, and he has consented to me going outside the marriage to explore my sexual needs.",0,FALSE,"134","White",6.5,8,8,7.5,7,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.5,7,8,8,9,7.5,1.33333333333333,4,6.66666666666667,3.33333333333333,3.77777777777778
39,"0","1","","0","","2","1","1",NA,"","","","",3,3,7,6,8,2,0,3,4,7,6,7,6,8,9,"1","","1","",3,1,8,5,5,5,5,5,5,5,4,6,6,4,2,2,3,3,9,2,7,2,2,1,4,4,3,"1,2,3,4,10","1,2,3,4,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I wanted options and I believe that no one person can provide everything needed for their partner. I believe that variety increases happiness in life also. ",0,FALSE,"37","Black or African American",2,5,5,5,4.5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,3,4.66666666666667,1.66666666666667,3
36,"0","3","","0","","2","1","5",1,"","AR","","",8,2,6,5,7,1,8,5,5,8,5,3,0,7,9,"1","","1","",4,4,8,4,5,6,6,4,7,0,5,5,5,5,3,2,9,8,6,5,1,4,4,3,2,3,2,"2,3,5","1,2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,4,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,"","",3,3,7,9,9,4,7,8,0,3,6,9,6,10,3,32,"2","","I think humans are naturally attracted to multiple people whether it is sexually, intellectually or emotionally. ",0,FALSE,"130","Black or African American",4,4.5,6,5.5,2.5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,6.5,7.5,1.5,7.5,4.5,6.33333333333333,9,6.66666666666667,3.66666666666667,5.55555555555556
31,"1","1","","1","","3,6","1","1",NA,"","","","",1,7,8,1,8,2,5,2,7,7,5,10,2,5,9,"0","","0","",6,6,8,6,7,8,8,5,5,5,5,5,1,5,5,2,2,2,9,9,5,1,2,1,4,4,4,"3,4,5","2,4,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","To explore a more open mind.",0,FALSE,"190","Multi-racial",6,6.5,8,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,7.66666666666667,1.33333333333333,3.66666666666667
40,"1","2","","0","","2,6","1","4",1,"","NN","","",3,7,7,7,8,1,2,3,7,7,7,8,1,2,9,"0","","2","",2,2,8,8,7,7,6,7,6,1,1,8,5,2,2,2,7,5,9,6,3,2,1,1,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,"","",9,6,9,9,8,10,9,9,5,5,8,2,4,10,4,39,"3","","since discovering that polyamory was a thing it's always felt natural to me, and by default all my relationships are polyamorous. i've been in monogamous relationships but it's never my first choice.",0,FALSE,"74","Multi-racial",2,7.5,6.5,6.5,1,6.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,9,9,9,5,5,4,4.66666666666667,7,7.33333333333333,1.33333333333333,4.44444444444444
51,"1","1","","1","","6","1","5",1,"","CH","","",7,5,7,7,6,3,6,7,7,7,4,1,0,3,9,"0","","0","",4,3,8,7,8,7,9,4,4,5,2,7,6,6,7,2,1,6,9,4,3,2,2,1,4,3,3,"1,2,3,4,5,10","1,2,3,4,5,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"","",7,7,7,6,9,9,9,6,7,7,8,8,8,10,7,29,"1","","It's a great way to explore different relationship dynamics with someone I care about. Both of us realize that being everything for someone is hard. We both allow the other person to supplement their relationships so they can get everything they need.",0,FALSE,"125","White",3.5,7.5,8,4,3.5,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6.5,9,7.5,7,8,7.5,3,7,6.66666666666667,1.66666666666667,3.77777777777778
54,"0","3","","0","","6","1","2",2,"","","AA","ZZ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,"0","","0","",8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,3,1,9,9,9,1,7,2,2,1,2,1,"1,2,3,4,5,6,9,10","1,10",8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,50,"1","",8,8,8,8,8,8,8,8,8,8,8,8,8,8,48,"1","",NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,2,1,"1,2,3,4,5,6,9,10","1,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I don't have any ""motivation"" - it's just who I am. ",0,FALSE,"144","White",8,8,8,8,8.5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,9,9,3.66666666666667,5.66666666666667
51,"1","1","","1","","1","1","5",2,"","","we","sg",5,6,6,5,6,5,3,1,6,6,3,6,6,6,9,"0","","0","",7,10,8,6,5,10,10,5,5,5,10,10,10,5,5,3,3,4,9,9,8,9,9,7,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10",10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,50,"1","",5,5,5,6,10,10,9,8,7,5,6,7,10,10,49,"1","",NA,NA,1,1,1,1,NA,NA,1,1,1,1,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Because it's just the way things worked out in the universe. Times have changed. I'm grateful I can enjoy my relationships.",0,FALSE,"178","Asian or Pacific Islander",8.5,5.5,10,5,7.5,10,5,10,10,10,10,10,10,10,5,5.5,10,8.5,6,6.5,10,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,2,6.66666666666667,8.33333333333333,6.11111111111111
40,"1","1","","1","","6","1","2",2,"","","PR","AS",5,4,4,3,4,3,3,6,5,6,5,8,6,8,9,"0","","0","",5,6,8,8,10,9,6,7,6,8,8,7,9,8,8,4,2,2,8,8,2,8,6,6,5,4,4,"1,2,10","1,2,3,6,10",10,10,11,10,10,10,9,9,9,10,10,9,9,10,10,38,"1","",6,7,6,6,6,4,10,10,7,7,7,10,8,7,38,"1","",NA,NA,3,4,5,3,NA,NA,3,2,2,2,4,3,2,"1,2,3,5,6,9,10","1,2,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","it's something I've always done, and sought partners who have the same ideals.",0,FALSE,"65","White",5.5,9,7.5,6.5,8,8,8,10,10,9.5,9,10,9,10,6.5,6,5,10,7,8.5,7.5,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,8,8,6.66666666666667,5.77777777777778
