"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_3_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","name_partner","name_partner1","name_partner2","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","attncheck9","orange_gender","orange_gender._3_TEXT","blue_gender","blue_gender_3_TEXT","self_ambition1","self_ambition2","attn_check8","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","soi_partners","soi_oneencounter","soi_shortterm","soi_sexonly_1","soi_casual_agreement_1","soi_longterm_reverse_1","soi_fantasies1","soi_arousal","soi_fantasies2","fin_invest","time_invest","emot_close","roles_blue","roles_orange","actual_a_ambition1","actual_a_ambition2","attn_check10a","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","jealousy_proneness_1","jealousy_intensity_1","jealousy_proneness1_1","jealousy_intensity1_1","jealousy_proneness2_1","jealousy_intensity2_1","jealousy_sexual","jealousy_emotional.","jealousy_sexual1","jealousy_emotional1","jealousy_sexual2","jealous_emotional2","fin_invest_actual","time_invest_actual","emot_close_actual","roles_partnerA","roles_partnerB","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","attn_check10b","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","poly_attn","textQuality","poly_attn_dup","PIN","raceText","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","soiBehavior","soi_longtermR","soiAttitude","soiDesire","soiGlobal"
52,"1","2","","1","","6","1","1",NA,"","","","",1,3,3,9,7,4,4,4,5,5,9,8,4,4,9,"1","","1","",3,3,8,5,5,6,8,5,5,1,2,7,9,5,5,5,3,5,8,9,1,6,6,7,4,4,3,"1,2,4,10","1,2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","It feels very natural, society has too much influence on what is ""normal"".",0,FALSE,"136","White",3,5,7,5,1.5,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,9,8.66666666666667,6.33333333333333,6.44444444444444
32,"1","1","","1","","1","1","2",2,"","","EB","SG",5,6,4,7,5,4,5,4,8,3,6,2,5,6,9,"0","","0","",7,8,8,7,7,9,8,8,8,9,9,10,8,5,7,4,8,9,6,8,4,5,6,2,3,3,3,"1,2,10","1",6,4,11,4,6,6,7,5,7,6,4,5,5,6,7,23,"1","",8,7,3,6,7,8,9,6,8,4,10,9,7,7,32,"1","",NA,NA,2,2,3,3,NA,NA,1,3,2,2,3,4,2,"1,2,10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Explore my own sexual and spiritual journey. ",0,FALSE,"162","Asian or Pacific Islander",7.5,7,8.5,8,9,9,6,5,5,6.5,6,5,5,6.5,7.5,4.5,7.5,7.5,6,9.5,7,NA,NA,NA,NA,NA,NA,NA,7,6,6.66666666666667,4.33333333333333,6
31,"1","1","","1","","6","1","5",3,"5","","Jm","Ra",5,6,7,6,8,3,5,5,5,4,6,5,2,3,9,"0","","0","",6,6,8,6,8,3,8,7,7,4,5,6,7,5,4,4,9,9,8,8,2,7,7,7,4,3,4,"1,3,5","2,4,10",6,5,11,7,5,7,7,3,5,6,6,4,7,6,6,40,"1","",5,6,5,6,6,6,7,8,4,7,8,8,7,5,31,"1","",NA,NA,2,3,4,2,NA,NA,1,1,1,2,5,3,3,"1,2,4,10","1,2,3,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Learning more about myself emotionally, intellectually, psychologically. Dealing with psychopathic tendencies.",0,FALSE,"172","White",6,7,5.5,7,4.5,6.5,4.5,5.5,6,7,4,6,5.5,6,5.5,5.5,6,7.5,5.5,8,6,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,8,8,7,7.44444444444444
29,"1","2","","1","","1","1","2",3,"9","","N","T",1,9,1,1,7,3,3,2,9,2,10,10,6,6,9,"1","","1","",8,8,8,6,5,9,10,7,9,8,8,10,10,9,8,9,4,5,9,9,1,8,9,9,4,2,1,"2,6,9","1,4,10",4,5,11,5,5,4,3,10,9,5,5,8,10,6,7,24,"2","",10,7,10,10,10,7,8,8,5,6,5,10,9,10,26,"2","",NA,NA,3,1,3,2,NA,NA,1,3,1,2,1,2,2,"2,3,4,5,6,9,10","1,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","sex",0,FALSE,"27","Asian or Pacific Islander",8,5.5,9.5,8,8,10,8.5,4.5,5,3.5,9.5,5,9,6.5,8.5,10,8.5,8,5.5,7.5,9.5,NA,NA,NA,NA,NA,NA,NA,6,9,9,8.66666666666667,7.88888888888889
40,"1","1","","1","","6","1","5",2,"","","Db","AC",1,4,6,9,0,5,5,6,7,5,7,5,6,4,9,"0","","0","",6,7,8,6,6,8,8,5,5,1,5,8,7,5,6,3,4,3,7,9,5,7,4,5,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10",6,7,11,6,6,9,9,6,6,6,5,8,9,6,6,46,"1","",8,8,8,7,9,9,6,6,5,8,9,10,9,8,48,"1","",NA,NA,2,1,1,2,NA,NA,2,2,2,2,4,4,3,"1,2,4,9,10","1,2,4,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","We were all friends to begin with and all had love interests with each other dating on and off before deciding to all date.",0,FALSE,"108","White",6.5,6,8,5,3,7.5,5.5,6.5,6,9,6,5.5,8.5,6,8,7.5,9,6,6.5,9.5,8.5,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,5,7,5.33333333333333,5.22222222222222
44,"1","3","","1","","2","1","1",NA,"","","","",2,6,2,1,8,8,8,5,4,10,5,7,2,2,9,"0","","1","",9,6,8,9,9,5,9,4,3,0,5,3,5,7,3,2,3,3,6,9,2,8,9,7,5,4,4,"3,4,5","1,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I realized a long time ago that I may not have the discipline to commit to only one romantic partner, but I didn't know what polyamory was until about 2010.",0,FALSE,"24","Black or African American",7.5,9,7,3.5,2.5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,8,7.66666666666667,8,6.11111111111111
31,"1","1","","1","","4","1","5",1,"","JKS","","",7,9,6,8,0,6,0,0,8,0,10,7,0,9,9,"0","","0","",8,7,8,8,7,10,10,2,1,7,5,0,0,6,7,3,2,2,9,9,2,8,7,7,4,4,3,"10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,"","",7,8,2,2,3,1,9,5,1,4,7,10,5,10,4,21,"1","","I wanted to try new sexual experiences ",0,FALSE,"117","Middle Eastern or North African",7.5,7.5,10,1.5,6,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,2,2,7,2.5,8.5,4.5,2.33333333333333,8,8.66666666666667,7.33333333333333,6.11111111111111
32,"0","4","Asexual","0","","3,5","1","1",NA,"","","","",4,5,7,5,10,0,5,7,5,7,0,10,0,5,9,"1","","0","",8,7,8,8,6,5,6,7,6,4,5,7,1,5,5,1,2,3,9,8,3,2,1,1,4,4,3,"2,6,10","1,2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I believe in different kinds of love and I am not opposed to my partner having different partners as well. As long as they communicate with me that it's what they want I do not really care. To me, romance and sex are both trivial things. It means a lot but to a certain point. ",0,FALSE,"112","Multi-racial",7.5,7,5.5,6.5,4.5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,8,1.33333333333333,3.77777777777778
35,"0","4","pansexual","0","","3","1","2",1,"","CRW","","",6,3,8,7,9,0,2,6,3,8,7,9,0,2,9,"0","","1","",6,3,8,5,7,10,9,4,0,7,6,5,4,7,7,2,3,7,3,3,3,5,3,2,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,"","",6,4,7,8,10,10,4,5,4,4,7,10,6,10,5,39,"2","","Personally, since I was a child, all my crushes and first loves were not directed to a single person. I've always been in love with more than 1 person at any given time. ",0,FALSE,"188","Hispanic or Latino",4.5,6,9.5,2,6.5,4.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,4.5,4,8.5,5.5,4,7,4.33333333333333,3.33333333333333,3.88888888888889
38,"0","3","","0","","2","1","1",NA,"","","","",4,3,7,8,8,2,10,3,2,5,5,3,0,10,9,"1","","0","",10,10,8,10,9,8,10,10,10,10,10,10,10,10,10,3,2,3,5,3,4,3,3,2,4,4,3,"3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Pretty motivated ",0,FALSE,"132","Black or African American",10,9.5,9,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,6,4.66666666666667,2.66666666666667,3.33333333333333
48,"1","2","","1","","6","1","5",2,"","","KT","DF",6,6,7,7,6,6,4,4,7,3,5,7,0,2,9,"1","","1","",9,10,8,4,9,10,10,10,8,3,8,9,10,4,8,6,3,4,1,1,9,5,5,7,3,3,3,"1","2",10,8,11,8,8,8,9,9,8,10,9,10,8,9,10,47,"2","",9,10,10,4,4,10,5,9,7,4,9,4,9,8,45,"2","",NA,NA,6,5,6,6,NA,NA,4,3,5,4,4,4,3,"1,5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I believe one of them will surely leave me alone one day.",0,FALSE,"51","White",9.5,6.5,10,9,5.5,9.5,6,9,8,8.5,8.5,9.5,9,9.5,9.5,7,7,7,5.5,6.5,8.5,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,1,1,5.66666666666667,3.66666666666667
29,"1","1","","1","","6","1","5",2,"","","Mj","Ma",1,10,3,10,8,4,2,7,5,2,7,5,5,1,9,"0","","0","",9,10,8,7,8,2,5,5,5,10,9,6,8,9,8,5,1,3,8,9,2,8,8,7,4,2,2,"1,2,4,5,10","1,10",7,6,11,6,7,8,8,7,5,7,9,4,5,8,7,30,"1","",5,5,5,4,7,7,7,8,4,4,8,7,5,5,26,"1","",NA,NA,2,2,2,2,NA,NA,1,3,1,3,1,2,1,"1,2,3,4,5,10","1,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Experiment in college",0,FALSE,"71","White",9.5,7.5,3.5,5,9.5,7,8.5,6.5,6.5,8,6,8,4.5,7.5,5,4.5,7,7.5,4,7.5,5,NA,NA,NA,NA,NA,NA,NA,3,8,8.33333333333333,7.66666666666667,6.33333333333333
51,"1","1","","1","","6","1","1",NA,"","","","",5,5,5,4,6,3,6,5,6,6,5,6,2,6,9,"0","","0","",6,7,8,8,10,10,9,5,1,2,1,5,9,3,3,2,4,4,9,9,2,8,2,4,4,4,3,"1,2,3,4,10","1,2,3,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","women to men ratio in society ...more women than men so I believe I can make two women happy with me and each other",0,FALSE,"151","White",6.5,9,9.5,3,1.5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,8,8.66666666666667,4.66666666666667,5.55555555555556
24,"1","1","","1","","6","1","5",1,"","HB","","",5,6,5,5,5,1,2,7,8,6,6,7,2,5,9,"0","","0","",6,5,8,6,6,5,6,4,5,5,6,6,7,6,5,3,4,4,7,4,3,4,4,5,5,5,4,"1,4,10","1,2,3,4,5,6,9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,7,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,"","",6,6,5,5,5,5,5,6,5,6,6,5,5,10,4,24,"1","","What motivated me to enter a polyamorous relationship, is that my partner and I wanted to experiment and spice things up. She is bisexual and has always been that way. I figured we could both fulfill our fantasies of wanting a third to our relationship, whether it's just a partner in bed, or someone who ends up being our girlfriend who can help us with responsibilities and life. ",0,FALSE,"129","White",5.5,6,5.5,4.5,5.5,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5.5,5.5,5.5,4.5,3.66666666666667,7,6,4.33333333333333,4.66666666666667
49,"0","1","","0","","2","1","2",2,"","","aj","kc",4,5,5,4,5,5,5,5,5,6,5,5,5,6,9,"1","","1","",8,7,8,8,8,7,8,7,8,9,7,9,7,8,8,3,3,3,6,5,5,5,3,5,4,4,3,"1","1",7,8,11,8,8,5,6,7,7,7,7,7,6,8,8,48,"2","",7,8,7,8,7,8,7,8,8,8,7,8,7,8,50,"2","",NA,NA,5,4,5,4,NA,NA,3,3,3,3,4,4,3,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","good sex",0,FALSE,"122","Black or African American",7.5,8,7.5,7.5,8,8,8,7.5,8,5.5,7,7,6.5,8,7.5,7.5,7.5,7.5,8,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,3,5,5.33333333333333,4.33333333333333,4.22222222222222
57,"1","1","","1","","6","1","5",3,"5","","NM","AH",4,8,4,7,5,1,6,4,8,4,8,2,3,6,9,"0","","0","",7,8,8,7,7,9,8,5,5,1,7,7,7,5,4,6,1,1,9,9,1,6,3,4,4,4,3,"1,2,3,4,9,10","1,2,3,4,9,10",2,2,11,5,5,3,7,8,7,0,1,7,5,5,5,31,"1","",2,2,5,5,4,5,8,7,0,4,7,7,4,4,32,"1","",NA,NA,2,4,4,3,NA,NA,5,5,5,5,4,4,3,"1,2,4,9,10","1,2,4,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I was with 1 girl, and she was interested in having a second girl join us as a family. Then the second girl brought someone in, and so on, until we got to 5 women. It has all been their idea, but I have certainly benefitted in some ways. Although CERTAINLY not financially.",0,FALSE,"47","White",7.5,7,8.5,5,4,7,4.5,2,5,5,7.5,0.5,6,5,2,5,4.5,7.5,2,7,4,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,9,9,4.33333333333333,5.33333333333333
45,"0","3","","0","","6","1","5",1,"","SM","","",2,5,8,6,5,6,6,2,6,6,7,5,3,3,9,"0","","1","",6,6,8,9,9,9,9,5,2,2,8,7,7,6,5,6,3,4,6,6,3,6,4,5,2,3,2,"1,2,3,4,5,6,9,10","1,2,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,6,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,"","",3,1,7,8,4,2,6,5,1,5,3,4,4,10,5,54,"2","","It was suggested/encouraged by my long-term partner.",0,FALSE,"11","White",6,9,9,3.5,5,7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,3,5.5,3,3.5,4.5,4.33333333333333,7,6.33333333333333,5,5.22222222222222
50,"1","3","","1","","2","1","2",1,"","JJ","","",6,7,5,6,6,5,6,5,6,6,4,2,3,3,9,"0","","0","",7,7,8,9,10,7,8,10,8,9,8,9,8,10,7,2,3,4,8,6,2,2,2,1,3,3,1,"1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,7,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,"","",10,6,8,5,7,7,10,8,6,8,9,10,9,10,7,47,"1","","my partner ",0,FALSE,"124","Black or African American",7,9.5,7.5,9,8.5,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6.5,7,9,7,9.5,8,3,8,7.33333333333333,1.66666666666667,4
61,"0","3","","0","","6","1","5",1,"","RD","","",1,6,8,8,8,2,6,0,6,8,8,8,1,0,9,"0","","1","",5,5,8,9,8,9,9,7,6,9,9,9,8,8,7,2,2,7,9,1,5,4,2,2,2,2,1,"1,2,3,4,5,6,9,10","1,2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,"","",5,5,8,10,10,9,9,8,8,5,9,8,7,10,8,73,"2","","I have been in one for 35 years. It just feels like me.",0,FALSE,"123","White",5,8.5,9,6.5,9,8.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9.5,8.5,6.5,8.5,7.5,3.66666666666667,5,5,2.66666666666667,3.77777777777778
41,"1","1","","1","","1","1","2",2,"","","M","T",5,2,5,2,8,5,5,7,8,8,9,2,3,1,9,"0","","0","",9,10,8,10,8,9,9,8,9,9,9,9,8,10,10,2,2,1,1,1,4,1,2,2,4,5,1,"2,4,5,6,9","1,3,4,9,10",7,9,11,9,9,6,7,9,9,8,9,9,9,7,9,40,"1","",7,6,9,8,10,9,7,8,8,6,6,6,9,10,41,"1","",NA,NA,6,6,5,4,NA,NA,5,4,4,4,4,3,5,"1,3,4,9,10","2,3,4,5,6,9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","There were several resons for the motivation to have more romantic relationship then having with my wife was Compartmentalization romantic and sexual needs among multiple partners, rather than expecting one person to fulfill all their desires.Emotional fulfillment , variety and explore more relationship ",0,FALSE,"179","Asian or Pacific Islander",9.5,9,9,8.5,9,8.5,10,8,9,6.5,9,8.5,9,8,6.5,8.5,9.5,7.5,7,6,9.5,NA,NA,NA,NA,NA,NA,NA,1.66666666666667,6,2.66666666666667,1.66666666666667,2
46,"0","1","","0","","2","1","2",2,"","","Dp","Vl",4,6,5,5,5,5,5,5,5,5,5,5,5,5,9,"1","","0","",5,6,8,5,5,5,5,5,5,5,5,5,6,5,5,3,5,4,6,4,3,5,4,4,4,NA,4,"1,2,6","1,4,5,9",7,5,11,8,8,7,7,7,6,7,8,6,7,7,7,51,"2","",5,5,6,5,5,5,5,5,5,5,5,5,5,5,46,"1","",NA,NA,4,3,4,3,NA,NA,3,3,2,2,4,4,3,"1,2,4","2,4,5,9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Mutual attraction ",0,FALSE,"63","Black or African American",5.5,5,5,5,5,5.5,5,6,8,7,6.5,7.5,6.5,7,5,5.5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,4,7,5.66666666666667,4.33333333333333,4.66666666666667
18,"0","3","","0","","2","1","1",NA,"","","","",4,8,7,8,5,4,7,4,8,6,5,1,3,0,9,"1","","0","",4,7,8,5,4,7,8,6,4,2,0,5,10,6,4,2,1,1,8,4,3,9,7,5,3,3,1,"1,2,3","2,4,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","My feelings",0,FALSE,"3","Black or African American",5.5,4.5,7.5,5,1,7.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,7,6.33333333333333,7,4.88888888888889
34,"1","1","","1","","2","1","1",NA,"","","","",3,6,1,10,10,3,1,1,10,0,10,10,2,3,9,"0","","1","",7,7,8,5,6,6,7,5,5,6,5,9,10,6,3,6,3,7,7,7,7,1,2,3,5,6,4,"4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I AM NOT MOTIVCATED TO BE IN A REALATIONSHIO LIKE THAT. ",0,FALSE,"156","Black or African American",7,5.5,6.5,5,5.5,9.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33333333333333,3,5.66666666666667,2,4.33333333333333
36,"1","1","","1","","2","1","1",NA,"","","","",5,6,5,7,5,2,2,5,6,5,6,6,4,6,9,"0","","0","",7,7,8,6,6,7,7,7,5,3,6,8,7,5,4,3,8,3,8,8,2,7,6,6,2,3,3,"10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I think having multiple options instead of being bond to one",0,FALSE,"57","Black or African American",7,6,7,6,4.5,7.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,8,8,6.33333333333333,6.33333333333333
44,"0","3","","0","","6","1","1",NA,"","","","",3,4,6,8,9,1,5,3,4,6,8,9,1,3,9,"0","","0","",4,4,8,5,5,6,8,3,3,2,1,5,7,3,3,1,2,1,9,1,9,2,2,2,4,4,3,"1,2,4,5,6,9,10","1,2,4,5,6,9,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","I feel as though I can love more than one person and I have a lot of love to give.  I also feel as though I can experience more in a polyamorous relationship.",0,FALSE,"49","White",4,5,7,3,1.5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,1,3.66666666666667,2,2.33333333333333
20,"0","1","","0","","3","1","1",NA,"","","","",6,8,7,7,4,4,6,5,6,6,5,1,3,2,9,"0","","1","",5,8,8,5,6,6,7,7,7,3,6,7,6,6,5,4,2,2,6,5,3,4,4,4,3,3,2,"1,2,3,4,10","1,10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","the fun of it",0,FALSE,"176","Hispanic or Latino",6.5,5.5,6.5,7,4.5,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,7,6,4,4.22222222222222
